,suicide_country,suicide_year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),Generation,WHR2018Chapter2OnlineData_country,WHR2018Chapter2OnlineData_year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate).1
109,Argentina,2012,male,15-24 years,745,3480902,21.4,5.46E+11,14203,Millenials,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
110,Argentina,2012,male,25-34 years,616,3268154,18.85,5.46E+11,14203,Millenials,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
111,Argentina,2012,male,55-74 years,451,2839783,15.88,5.46E+11,14203,Boomers,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
112,Argentina,2012,male,35-54 years,554,4841057,11.44,5.46E+11,14203,Generation X,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
113,Argentina,2012,female,15-24 years,204,3380770,6.03,5.46E+11,14203,Millenials,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
114,Argentina,2012,female,35-54 years,164,4993138,3.28,5.46E+11,14203,Generation X,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
115,Argentina,2012,female,55-74 years,108,3328463,3.24,5.46E+11,14203,Boomers,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
116,Argentina,2012,female,25-34 years,102,3228400,3.16,5.46E+11,14203,Millenials,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
117,Argentina,2012,female,75+ years,33,1282726,2.57,5.46E+11,14203,Silent,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
118,Argentina,2012,male,5-14 years,29,3615254,0.8,5.46E+11,14203,Generation Z,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
119,Argentina,2012,female,5-14 years,17,3494571,0.49,5.46E+11,14203,Generation Z,Argentina,2012,6.468387127000001,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.8565163020000001,0.272219121,0.41825547799999996,0.19912523,-0.572653413,2.098196507,0.32437709,0.47606666700000005
120,Argentina,2013,male,75+ years,168,699046,24.03,5.52E+11,14206,Silent,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
121,Argentina,2013,male,15-24 years,696,3486661,19.96,5.52E+11,14206,Millenials,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
122,Argentina,2013,male,25-34 years,499,3271373,15.25,5.52E+11,14206,Millenials,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
123,Argentina,2013,male,55-74 years,398,2894129,13.75,5.52E+11,14206,Boomers,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
124,Argentina,2013,male,35-54 years,604,4950850,12.2,5.52E+11,14206,Generation X,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
125,Argentina,2013,female,15-24 years,167,3384642,4.93,5.52E+11,14206,Millenials,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
126,Argentina,2013,female,25-34 years,102,3226464,3.16,5.52E+11,14206,Millenials,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
127,Argentina,2013,female,35-54 years,157,5099167,3.08,5.52E+11,14206,Generation X,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
128,Argentina,2013,female,55-74 years,102,3390673,3.01,5.52E+11,14206,Boomers,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
129,Argentina,2013,female,75+ years,29,1303352,2.23,5.52E+11,14206,Silent,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
130,Argentina,2013,female,5-14 years,32,3515742,0.91,5.52E+11,14206,Generation Z,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
131,Argentina,2013,male,5-14 years,33,3637026,0.91,5.52E+11,14206,Generation Z,Argentina,2013,6.582260132,9.877256393,0.9098742009999999,66.97756958,0.737250388,-0.130663589,0.822900295,0.8424785140000001,0.25420472,0.433749259,0.171151072,-0.593692005,1.992898345,0.302768081,0.47606666700000005
132,Argentina,2014,male,75+ years,192,706897,27.16,5.26E+11,13400,Silent,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
133,Argentina,2014,male,15-24 years,738,3492454,21.13,5.26E+11,13400,Millenials,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
134,Argentina,2014,male,25-34 years,531,3276955,16.2,5.26E+11,13400,Millenials,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
135,Argentina,2014,male,55-74 years,405,2951616,13.72,5.26E+11,13400,Boomers,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
136,Argentina,2014,male,35-54 years,644,5060862,12.73,5.26E+11,13400,Generation X,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
137,Argentina,2014,female,15-24 years,204,3388324,6.02,5.26E+11,13400,Millenials,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
138,Argentina,2014,female,35-54 years,196,5203634,3.77,5.26E+11,13400,Generation X,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
139,Argentina,2014,female,25-34 years,118,3227239,3.66,5.26E+11,13400,Millenials,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
140,Argentina,2014,female,55-74 years,109,3454994,3.15,5.26E+11,13400,Boomers,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
141,Argentina,2014,female,75+ years,25,1323654,1.89,5.26E+11,13400,Silent,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
142,Argentina,2014,female,5-14 years,35,3533961,0.99,5.26E+11,13400,Generation Z,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
143,Argentina,2014,male,5-14 years,34,3655965,0.93,5.26E+11,13400,Generation Z,Argentina,2014,6.671114445,9.841482162,0.917870402,67.11812592,0.7450577620000001,-0.1645291,0.8541916009999999,0.857123733,0.237912863,0.408961415,0.17009933300000002,-0.665261686,2.129255772,0.319175422,0.47606666700000005
144,Argentina,2015,male,75+ years,245,712691,34.38,5.95E+11,14981,Silent,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
145,Argentina,2015,male,15-24 years,656,3500580,18.74,5.95E+11,14981,Millenials,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
146,Argentina,2015,male,55-74 years,431,3011963,14.31,5.95E+11,14981,Boomers,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
147,Argentina,2015,male,25-34 years,465,3289927,14.13,5.95E+11,14981,Millenials,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
148,Argentina,2015,male,35-54 years,633,5166179,12.25,5.95E+11,14981,Generation X,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
149,Argentina,2015,female,15-24 years,153,3394201,4.51,5.95E+11,14981,Millenials,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
150,Argentina,2015,female,55-74 years,125,3520779,3.55,5.95E+11,14981,Boomers,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
151,Argentina,2015,female,25-34 years,114,3235582,3.52,5.95E+11,14981,Millenials,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
152,Argentina,2015,female,35-54 years,166,5301368,3.13,5.95E+11,14981,Generation X,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
153,Argentina,2015,female,75+ years,27,1344980,2.01,5.95E+11,14981,Silent,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
154,Argentina,2015,male,5-14 years,39,3672155,1.06,5.95E+11,14981,Generation Z,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
155,Argentina,2015,female,5-14 years,19,3549219,0.54,5.95E+11,14981,Generation Z,Argentina,2015,6.69713068,9.85751152,0.926492274,67.25832367,0.8812236790000001,-0.174311623,0.8509061929999999,0.858544469,0.305354923,0.378169239,0.21326923399999997,-0.57605058,1.953586936,0.291705072,0.47606666700000005
156,Armenia,2006,male,75+ years,6,48123,12.47,6384451606,2310,Silent,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
157,Armenia,2006,male,55-74 years,21,184526,11.38,6384451606,2310,Silent,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
158,Armenia,2006,male,35-54 years,17,367346,4.63,6384451606,2310,Boomers,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
159,Armenia,2006,male,15-24 years,10,276127,3.62,6384451606,2310,Millenials,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
160,Armenia,2006,female,55-74 years,8,238745,3.35,6384451606,2310,Silent,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
161,Armenia,2006,male,25-34 years,6,188382,3.19,6384451606,2310,Generation X,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
162,Armenia,2006,female,75+ years,2,78684,2.54,6384451606,2310,Silent,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
163,Armenia,2006,female,35-54 years,5,450477,1.11,6384451606,2310,Boomers,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
164,Armenia,2006,female,25-34 years,2,215884,0.93,6384451606,2310,Generation X,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
165,Armenia,2006,male,5-14 years,1,221941,0.45,6384451606,2310,Millenials,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
166,Armenia,2006,female,15-24 years,0,290966,0.0,6384451606,2310,Millenials,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
167,Armenia,2006,female,5-14 years,0,203195,0.0,6384451606,2310,Millenials,Armenia,2006,4.289310932,8.717719078,0.6818767790000001,63.30221558,0.520197809,-0.21738617100000002,0.849513113,0.494120985,0.469418824,0.344337493,-0.502481639,-0.296807826,1.987945914,0.463465095,0.325066667
168,Armenia,2007,male,75+ years,7,49296,14.2,9206301700,3366,Silent,Armenia,2007,4.881515503,8.855182648,0.75964433,63.39128494,0.605410755,-0.238381475,0.8174448609999999,0.507100821,0.411717415,0.387620211,-0.30446592,-0.33620017799999996,1.709412694,0.350180745,0.325066667
169,Armenia,2007,male,55-74 years,13,185290,7.02,9206301700,3366,Silent,Armenia,2007,4.881515503,8.855182648,0.75964433,63.39128494,0.605410755,-0.238381475,0.8174448609999999,0.507100821,0.411717415,0.387620211,-0.30446592,-0.33620017799999996,1.709412694,0.350180745,0.325066667
